851	alloc	21344	631584		334048		32896
852	free	847	746048		334048		-1
853	free	835	826912		334048		-1
854	free	824	850752		574368		-1
855	alloc	56928	793824		574368		127424
856	alloc	126624	667200		574368		254720
857	free	827	705312		574368		-1
858	alloc	63584	641728		574368		184352
859	free	839	692320		574368		-1
860	free	841	747200		667232		-1
861	alloc	18912	728288		667232		54240
862	free	838	747072		667232		-1
863	alloc	111328	635744		555904		381344
864	alloc	113120	522624		442784		492672
865	alloc	59104	463520		383680		605792
866	alloc	2592	460928		383680		0
867	alloc	800	460128		383680		2592
868	free	861	479040		383680		-1
869	alloc	92832	386208		290848		664896
870	alloc	125088	261120		165760		757728
871	alloc	124128	136992		73184		882816
872	free	867	137792		73184		-1
873	alloc	80736	137792		73184		-1
874	alloc	24736	113056		48448		54240
875	free	856	239680		133408		-1
876	free	849	253792		133408		-1
877	free	866	256384		133408		-1
878	alloc	58400	197984		75008		247936
879	alloc	7584	190400		75008		0
880	free	863	301728		186336		-1
881	free	851	323072		186336		-1
882	free	870	448160		186336		-1
883	free	865	507264		186336		-1
884	free	858	570848		186336		-1
885	free	855	627776		186336		-1
886	alloc	117920	509856		125088		306336
887	alloc	14752	495104		125088		7584
888	free	871	619232		249216		-1
889	free	879	626816		290848		-1
890	free	878	685216		290848		-1
891	free	864	798336		290848		-1
892	free	874	823072		290848		-1
893	alloc	107744	715328		290848		78976
894	alloc	57568	657760		290848		186720
895	alloc	160	657600		290848		0
896	alloc	58720	598880		290848		244288
897	free	869	691712		333472		-1
898	alloc	121440	570272		290848		424256
899	free	873	570272		502880		-1
900	alloc	38496	531776		502880		22336
901	free	895	531936		502880		-1
902	alloc	29344	502592		473536		545696
903	free	886	620512		473536		-1
904	free	887	635264		473536		-1
905	alloc	25120	610144		473536		303008
906	alloc	29984	580160		473536		328128
907	free	905	605280		473536		-1
908	free	893	713024		473536		-1
909	free	906	743008		473536		-1
910	alloc	59104	683904		473536		60832
911	free	896	742624		473536		-1
912	alloc	77344	665280		473536		244288
913	free	900	703776		473536		-1
914	alloc	25312	678464		473536		0
915	alloc	14112	664352		473536		25312
916	free	894	721920		473536		-1
917	alloc	42336	679584		473536		119936
918	alloc	18976	660608		473536		39424
919	alloc	68192	592416		473536		162272
920	free	902	621760		502880		-1
921	free	919	689952		502880		-1
922	free	910	749056		502880		-1
923	alloc	25504	723552		502880		58400
924	free	898	844992		502880		-1
925	free	912	922336		726944		-1
926	alloc	4576	917760		726944		83904
927	free	918	936736		886304		-1
928	free	915	950848		886304		-1
929	alloc	126048	824800		760256		162272
930	free	929	950848		886304		-1
931	alloc	34464	916384		851840		162272
932	free	926	920960		851840		-1
933	alloc	22240	898720		851840		25312
934	alloc	30048	868672		851840		83904
935	free	914	893984		851840		-1
936	alloc	68704	825280		783136		196736
937	alloc	60768	764512		722368		265440
938	free	917	806848		722368		-1
939	alloc	126368	680480		596000		326208
940	alloc	110624	569856		485376		452576
941	alloc	57248	512608		428128		563200
942	free	933	534848		428128		-1
943	alloc	3360	531488		428128		0
944	alloc	110496	420992		317632		620448
945	alloc	90400	330592		227232		730944
946	free	931	365056		227232		-1
947	free	945	455456		317632		-1
948	free	941	512704		317632		-1
949	alloc	50400	462304		317632		3360
950	alloc	52704	409600		317632		113952
951	alloc	116832	292768		200800		730944
952	free	939	419136		200800		-1
953	free	923	444640		200800		-1
954	alloc	16800	427840		200800		53760
955	alloc	101728	326112		200800		326208
956	alloc	37664	288448		200800		563200
957	free	954	305248		200800		-1
958	free	949	355648		200800		-1
959	free	943	359008		200800		-1
960	alloc	30368	328640		200800		0
961	free	944	439136		200800		-1
962	alloc	32672	406464		200800		30368
963	free	936	475168		200800		-1
964	free	934	505216		200800		-1
965	free	937	565984		200800		-1
966	alloc	41184	524800		200800		63040
967	alloc	75168	449632		200800		166656
968	free	956	487296		200800		-1
969	free	940	597920		200800		-1
970	alloc	95456	502464		200800		427936
971	free	955	604192		207552		-1
972	alloc	76320	527872		207552		241824
973	free	972	604192		207552		-1
974	alloc	30944	573248		207552		241824
975	alloc	1376	571872		207552		104224
976	free	950	624576		207552		-1
977	free	951	741408		324384		-1
978	alloc	78880	662528		324384		272768
979	free	960	692896		525184		-1
980	alloc	13536	679360		525184		0
981	alloc	90656	588704		434528		523392
982	free	980	602240		434528		-1
983	alloc	4640	597600		434528		0
984	alloc	87840	509760		346688		614048
985	free	962	542432		346688		-1
986	alloc	26592	515840		346688		4640
987	alloc	42016	473824		346688		105600
988	free	975	475200		346688		-1
989	alloc	119072	356128		227616		701888
990	free	966	397312		227616		-1
991	free	967	472480		227616		-1
992	free	970	567936		227616		-1
993	free	974	598880		227616		-1
994	free	978	677760		227616		-1
995	free	981	768416		375776		-1
996	free	983	773056		466432		-1
997	free	984	860896		554272		-1
998	free	986	887488		554272		-1
999	free	987	929504		701888		-1
1000	free	989	1048576		1048576		-1
