320	alloc	30624	382464		154176		0
321	alloc	18336	364128		154176		30624
322	free	295	485312		154176		-1
323	free	309	529824		154176		-1
324	alloc	224	529600		154176		48960
325	free	299	633376		243776		-1
326	alloc	113760	519616		243776		49184
327	free	298	596832		243776		-1
328	alloc	12960	583872		243776		162944
329	alloc	46688	537184		243776		175904
330	alloc	44128	493056		243776		323168
331	alloc	86176	406880		157600		425408
332	alloc	109792	297088		154176		511584
333	free	314	329440		186528		-1
334	alloc	74784	254656		111744		862048
335	free	307	327648		120800		-1
336	alloc	1376	326272		120800		222592
337	free	326	440032		120800		-1
338	free	320	470656		120800		-1
339	free	311	502880		153024		-1
340	free	312	590528		240672		-1
341	alloc	50848	539680		240672		49184
342	alloc	80800	458880		159872		621376
343	free	318	522464		159872		-1
344	free	328	535424		159872		-1
345	alloc	117088	418336		111744		702176
346	alloc	112864	418336		111744		-1
347	alloc	3616	414720		111744		0
348	free	324	414944		111744		-1
349	alloc	56224	358720		111744		100032
350	alloc	128160	358720		111744		-1
351	free	321	377056		111744		-1
352	alloc	85472	291584		111744		223968
353	free	330	335712		111744		-1
354	alloc	55456	280256		111744		309440
355	free	329	326944		111744		-1
356	free	334	401728		117568		-1
357	free	336	403104		229312		-1
358	free	332	512896		229312		-1
359	free	331	599072		229312		-1
360	alloc	23264	575808		229312		3616
361	free	341	626656		256480		-1
362	free	342	707456		337280		-1
363	free	345	824544		454368		-1
364	alloc	37792	786752		454368		26880
365	free	347	790368		683680		-1
366	free	360	813632		683680		-1
367	free	349	869856		683680		-1
368	alloc	69728	800128		683680		64672
369	alloc	2208	797920		683680		0
370	alloc	6368	791552		683680		2208
371	alloc	40608	750944		683680		156256
372	alloc	103328	647616		580352		364896
373	alloc	53280	594336		527072		468224
374	free	346	594336		527072		-1
375	alloc	87200	507136		439872		521504
376	free	368	576864		439872		-1
377	alloc	70752	506112		439872		64672
378	alloc	68832	437280		371040		608704
379	free	352	522752		371040		-1
380	free	350	522752		371040		-1
381	alloc	36000	486752		371040		196864
382	free	354	542208		371040		-1
383	free	364	580000		371040		-1
384	alloc	117344	462656		371040		232864
385	alloc	46176	416480		371040		8576
386	free	375	503680		371040		-1
387	alloc	83872	419808		371040		521504
388	free	371	460416		371040		-1
389	alloc	118112	342304		252928		677536
390	free	381	378304		252928		-1
391	free	372	481632		252928		-1
392	alloc	91808	389824		252928		135424
393	free	373	443104		252928		-1
394	alloc	40608	402496		252928		350208
395	alloc	27040	375456		252928		390816
396	free	389	493568		371040		-1
397	free	370	499936		371040		-1
398	free	369	502144		371040		-1
399	alloc	37344	464800		371040		417856
400	alloc	45152	419648		371040		455200
401	alloc	21152	398496		371040		500352
402	alloc	107168	291328		263872		677536
403	alloc	72416	218912		191456		784704
404	free	387	302784		191456		-1
405	free	377	373536		191456		-1
406	alloc	30944	342592		191456		54752
407	free	378	411424		191456		-1
408	alloc	66208	345216		191456		521504
409	alloc	108512	236704		89824		857120
410	free	400	281856		89824		-1
411	free	392	373664		141536		-1
412	alloc	64160	309504		89824		85696
413	free	385	355680		89824		-1
414	free	384	473024		200352		-1
415	alloc	22304	450720		200352		0
416	free	401	471872		200352		-1
417	alloc	28896	442976		200352		22304
418	free	395	470016		200352		-1
419	free	399	507360		200352		-1
420	free	394	547968		240960		-1
421	free	403	620384		371648		-1
422	free	408	686592		437856		-1
423	alloc	61856	624736		376000		149856
424	free	402	731904		465824		-1
425	free	406	762848		645408		-1
426	alloc	54688	708160		590720		211712
427	alloc	7648	700512		590720		51200
428	alloc	85728	614784		504992		266400
429	alloc	111136	503648		393856		352128
430	free	417	532544		393856		-1
431	free	426	587232		393856		-1
432	free	415	609536		393856		-1
433	alloc	10784	598752		393856		0
434	alloc	95520	503232		298336		463264
435	free	423	565088		298336		-1
436	free	409	673600		406848		-1
437	free	429	784736		489792		-1
438	alloc	67104	717632		489792		149856
439	alloc	129184	588448		360608		558784
440	free	412	652608		360608		-1
441	free	433	663392		360608		-1
442	alloc	7904	655488		360608		0
443	free	428	741216		360608		-1
444	alloc	18784	722432		360608		7904
445	alloc	40032	682400		360608		58848
446	alloc	119200	563200		360608		216960
447	alloc	28384	534816		360608		98880
448	alloc	103264	431552		360608		352128
449	alloc	74464	357088		286144		687968
450	alloc	3936	353152		286144		26688
451	free	439	482336		286144		-1
452	alloc	13728	468608		286144		30624
453	free	442	476512		286144		-1
454	free	438	543616		286144		-1
455	alloc	89696	453920		286144		127264
456	free	446	573120		286144		-1
457	free	427	580768		286144		-1
458	free	449	655232		286144		-1
459	free	448	758496		489792		-1
460	alloc	96224	662272		489792		216960
461	alloc	114784	547488		489792		313184
462	free	455	637184		489792		-1
463	free	445	677216		489792		-1
464	free	434	772736		489792		-1
465	alloc	47200	725536		489792		44352
466	alloc	45152	680384		489792		127264
467	free	450	684320		620608		-1
468	alloc	11680	672640		620608		172416
469	alloc	91040	581600		529568		427968
470	free	468	593280		529568		-1
471	alloc	126944	466336		402624		519008
472	free	447	494720		402624		-1
473	free	471	621664		529568		-1
474	free	444	640448		529568		-1
475	alloc	105248	535200		424320		519008
476	alloc	111264	423936		313056		624256
477	free	460	520160		313056		-1
478	alloc	54624	465536		313056		172416
479	free	452	479264		313056		-1
480	free	469	570304		313056		-1
481	free	466	615456		313056		-1
482	free	476	726720		424320		-1
483	free	461	841504		424320		-1
484	alloc	115872	725632		424320		227040
485	alloc	97376	628256		326944		624256
486	alloc	71264	556992		326944		91552
487	alloc	30880	526112		326944		0
488	alloc	34016	492096		326944		342912
489	alloc	121504	370592		205440		721632
490	alloc	34784	335808		205440		376928
491	free	465	383008		205440		-1
492	alloc	41248	341760		205440		30880
493	alloc	63904	277856		205440		411712
494	free	489	399360		326944		-1
495	alloc	127520	271840		199424		721632
496	free	492	313088		199424		-1
497	free	486	384352		199424		-1
498	free	478	438976		199424		-1
499	free	484	554848		199424		-1
500	alloc	33760	521088		199424		30880
501	free	475	626336		278272		-1
502	alloc	78112	548224		200160		64640
503	free	495	675744		326944		-1
504	alloc	40928	634816		326944		142752
505	alloc	32800	602016		326944		183680
506	alloc	17568	584448		326944		216480
507	free	493	648352		326944		-1
508	free	485	745728		326944		-1
509	free	487	776608		636864		-1
510	free	488	810624		636864		-1
511	alloc	32672	777952		636864		234048
512	alloc	93280	684672		636864		266720
513	free	500	718432		636864		-1
514	alloc	129056	589376		507808		411712
515	free	505	622176		507808		-1
516	free	506	639744		507808		-1
517	free	490	674528		507808		-1
518	alloc	123872	550656		383936		540768
519	alloc	40160	510496		383936		0
520	alloc	108320	402176		275616		664640
521	alloc	14752	387424		275616		40160
522	alloc	92512	294912		183104		772960
523	free	518	418784		183104		-1
524	free	514	547840		183104		-1
525	free	504	588768		304640		-1
526	free	520	697088		412960		-1
527	alloc	71904	625184		412960		142752
528	alloc	32608	592576		380352		360000
529	free	502	670688		380352		-1
530	alloc	19360	651328		380352		54912
531	alloc	76256	575072		304096		392608
532	alloc	83040	492032		221056		468864
533	free	511	524704		221056		-1
534	free	522	617216		313568		-1
535	alloc	117408	499808		196160		551904
536	alloc	103520	396288		183104		669312
537	alloc	55584	340704		183104		74272
538	alloc	35168	305536		183104		214656
539	free	521	320288		275744		-1
540	free	538	355456		275744		-1
541	free	512	448736		275744		-1
542	alloc	57888	390848		275744		214656
543	free	519	431008		275744		-1
544	alloc	105312	325696		170432		772832
545	free	531	401952		170432		-1
546	alloc	23584	378368		170432		0
547	alloc	95584	282784		87456		878144
548	free	546	306368		87456		-1
549	alloc	33632	272736		87456		0
550	free	527	344640		87456		-1
551	alloc	117344	344640		87456		-1
552	free	528	377248		120064		-1
553	free	530	396608		196320		-1
554	alloc	49888	346720		196320		129856
555	free	554	396608		196320		-1
556	alloc	126048	270560		84800		272544
557	free	547	366144		170432		-1
558	free	556	492192		196320		-1
559	free	535	609600		196320		-1
560	free	532	692640		279360		-1
561	alloc	76064	616576		279360		129856
562	alloc	36832	579744		279360		33632
563	free	542	637632		396768		-1
564	free	544	742944		463392		-1
565	free	537	798528		463392		-1
566	free	536	902048		566912		-1
567	alloc	71008	831040		495904		205920
568	alloc	8672	822368		495904		70464
569	free	551	822368		771648		-1
570	alloc	49760	772608		771648		79136
571	alloc	94816	677792		676832		276928
572	free	571	772608		771648		-1
573	alloc	127328	645280		644320		276928
574	free	562	682112		644320		-1
575	free	561	758176		644320		-1
576	alloc	72992	685184		644320		128896
577	free	549	718816		644320		-1
578	free	573	846144		771648		-1
579	alloc	93408	752736		678240		276928
580	alloc	81568	671168		596672		370336
581	alloc	100960	570208		495712		451904
582	alloc	52576	517632		495712		0
583	alloc	69664	447968		426048		552864
584	alloc	75040	372928		351008		622528
585	free	584	447968		426048		-1
586	alloc	82656	365312		343392		622528
587	alloc	72864	292448		270528		705184
588	free	567	363456		270528		-1
589	alloc	62432	301024		270528		201888
590	alloc	53280	247744		217248		778048
591	alloc	48992	198752		168256		831328
592	alloc	58208	140544		110048		880320
593	free	579	233952		110048		-1
594	free	570	283712		110048		-1
595	free	589	346144		168448		-1
596	free	568	354816		168448		-1
597	free	591	403808		168448		-1
598	free	587	476672		168448		-1
599	alloc	55456	421216		168448		52576
600	alloc	35232	385984		133216		201888
601	free	576	458976		133216		-1
602	free	600	494208		133216		-1
603	alloc	1824	492384		133216		108032
604	alloc	65568	426816		133216		109856
605	alloc	57440	369376		133216		175424
606	free	603	371200		137472		-1
607	free	580	452768		219040		-1
608	free	582	505344		219040		-1
609	alloc	24288	481056		219040		0
610	alloc	91040	390016		128000		232864
611	free	581	490976		228960		-1
612	alloc	102944	388032		126016		323904
613	free	583	457696		195680		-1
614	alloc	78304	379392		117376		426848
615	free	586	462048		200032		-1
616	free	599	517504		272896		-1
617	alloc	98528	418976		174368		505152
618	alloc	54304	364672		174368		24288
619	free	590	417952		227648		-1
620	free	592	476160		276640		-1
621	alloc	126240	349920		168256		603680
622	free	609	374208		318656		-1
623	alloc	97568	276640		221088		729920
624	free	605	334080		221088		-1
625	free	618	388384		221088		-1
626	alloc	78560	309824		221088		0
627	alloc	57952	251872		163136		827488
628	free	604	317440		163136		-1
629	alloc	81184	236256		163136		78560
630	free	610	327296		163136		-1
631	alloc	76000	251296		163136		232864
632	alloc	108896	142400		73120		885440
633	alloc	15136	127264		57984		159744
634	alloc	65696	127264		57984		-1
635	alloc	100448	127264		57984		-1
636	free	626	205824		78560		-1
637	free	623	303392		97568		-1
638	free	633	318528		97568		-1
639	free	617	417056		98528		-1
640	free	612	520000		117984		-1
641	alloc	67424	452576		117984		0
642	free	634	452576		117984		-1
643	free	614	530880		196288		-1
644	alloc	15648	515232		196288		159744
645	alloc	19744	495488		196288		175392
646	alloc	117536	377952		98528		308864
647	free	621	504192		223808		-1
648	free	641	571616		401088		-1
649	free	629	652800		401088		-1
650	alloc	76512	576288		401088		0
651	alloc	80928	495360		401088		76512
652	alloc	41568	453792		359520		426400
653	free	635	453792		359520		-1
654	alloc	48608	405184		310912		467968
655	free	631	481184		310912		-1
656	free	627	539136		368864		-1
657	free	632	648032		477760		-1
658	alloc	55712	592320		477760		195136
659	free	645	612064		532000		-1
660	free	658	667776		532000		-1
661	alloc	27296	640480		532000		175392
662	free	646	758016		532000		-1
663	alloc	127584	630432		404416		516576
664	alloc	12704	617728		404416		202688
665	free	644	633376		404416		-1
666	free	652	674944		404416		-1
667	alloc	105632	569312		404416		215392
668	free	651	650240		404416		-1
669	free	667	755872		404416		-1
670	alloc	53664	702208		404416		76512
671	alloc	30752	671456		404416		130176
672	free	670	725120		404416		-1
673	alloc	51552	673568		404416		76512
674	alloc	59232	614336		404416		215392
675	free	654	662944		404416		-1
676	alloc	126816	536128		404416		274624
677	free	664	548832		404416		-1
678	alloc	54688	494144		404416		401440
679	alloc	9760	484384		404416		160928
680	free	650	560896		404416		-1
681	alloc	111456	449440		292960		644160
682	alloc	28896	420544		292960		0
683	alloc	45088	375456		292960		28896
684	free	671	406208		292960		-1
685	alloc	11040	395168		292960		128064
686	free	663	522752		292960		-1
687	alloc	52000	470752		292960		456128
688	alloc	16736	454016		292960		139104
689	alloc	62816	391200		292960		508128
690	free	688	407936		292960		-1
691	free	661	435232		292960		-1
692	free	674	494464		292960		-1
693	free	673	546016		292960		-1
694	alloc	3040	542976		292960		73984
695	alloc	56672	486304		292960		170688
696	alloc	31584	454720		292960		77024
697	free	682	483616		292960		-1
698	free	683	528704		292960		-1
699	free	679	538464		292960		-1
700	free	681	649920		292960		-1
701	alloc	81888	568032		292960		570944
702	free	685	579072		395744		-1
703	alloc	44320	534752		395744		0
704	alloc	75040	459712		320704		652832
705	free	676	586528		320704		-1
706	free	678	641216		320704		-1
707	alloc	113376	527840		320704		227360
708	free	703	572160		320704		-1
709	alloc	21472	550688		320704		0
710	alloc	19744	530944		320704		21472
711	free	687	582944		320704		-1
712	free	694	585984		320704		-1
713	alloc	123936	462048		320704		340736
714	alloc	117664	344384		203040		727872
715	free	701	426272		203040		-1
716	free	689	489088		203040		-1
717	alloc	71712	417376		203040		464672
718	free	707	530752		203040		-1
719	alloc	31584	499168		203040		41216
720	free	695	555840		203040		-1
721	alloc	114592	441248		203040		108608
722	free	717	512960		203040		-1
723	alloc	608	512352		203040		72800
724	alloc	19360	492992		203040		223200
725	alloc	58592	434400		203040		242560
726	free	696	465984		203040		-1
727	free	709	487456		203040		-1
728	free	725	546048		203040		-1
729	alloc	51360	494688		203040		242560
730	free	713	618624		203040		-1
731	free	704	693664		358912		-1
732	free	710	713408		433952		-1
733	alloc	22112	691296		433952		0
734	alloc	108960	582336		324992		293920
735	alloc	18016	564320		324992		22112
736	alloc	24864	539456		324992		73408
737	alloc	92064	447392		232928		402880
738	free	734	556352		232928		-1
739	alloc	88800	467552		232928		293920
740	free	721	582144		232928		-1
741	alloc	27296	554848		232928		98272
742	free	719	586432		232928		-1
743	free	714	704096		350592		-1
744	free	723	704704		553632		-1
745	free	739	793504		553632		-1
746	alloc	99040	694464		553632		293920
747	free	724	713824		553632		-1
748	free	733	735936		553632		-1
749	alloc	117920	618016		435712		494944
750	free	746	717056		435712		-1
751	free	737	809120		435712		-1
752	free	735	827136		435712		-1
753	alloc	76064	751072		435712		125568
754	free	729	802432		435712		-1
755	alloc	38816	763616		435712		0
756	alloc	32544	731072		435712		38816
757	free	753	807136		435712		-1
758	alloc	22880	784256		435712		125568
759	free	736	809120		435712		-1
760	alloc	56096	753024		435712		148448
761	alloc	31328	721696		435712		204544
762	alloc	3360	718336		435712		71360
763	free	758	741216		435712		-1
764	alloc	105696	635520		435712		235872
765	alloc	97952	537568		435712		341568
766	free	749	655488		435712		-1
767	free	741	682784		609056		-1
768	alloc	19808	662976		609056		74720
769	alloc	18272	644704		609056		94528
770	alloc	115680	529024		493376		439520
771	alloc	53984	475040		439392		555200
772	free	770	590720		439392		-1
773	free	755	629536		439392		-1
774	alloc	112032	517504		439392		439520
775	alloc	5792	511712		439392		0
776	free	761	543040		439392		-1
777	free	756	575584		439392		-1
778	free	775	581376		439392		-1
779	alloc	28384	552992		439392		0
780	alloc	121824	431168		317568		609184
781	free	769	449440		317568		-1
782	free	768	469248		317568		-1
783	alloc	15456	453792		317568		28384
784	free	765	551744		317568		-1
785	free	783	567200		317568		-1
786	free	764	672896		317568		-1
787	alloc	17824	655072		317568		28384
788	free	774	767104		317568		-1
789	alloc	16736	750368		317568		46208
790	free	760	806464		350656		-1
791	free	762	809824		480480		-1
792	alloc	81376	728448		399104		74720
793	alloc	39328	689120		359776		156096
794	alloc	34592	654528		325184		195424
795	free	771	708512		379168		-1
796	alloc	124896	583616		317568		230016
797	free	793	622944		317568		-1
798	alloc	69856	553088		317568		354912
799	alloc	92640	460448		317568		424768
800	free	779	488832		317568		-1
801	free	789	505568		317568		-1
802	alloc	126624	378944		190944		731008
803	alloc	16864	362080		190944		0
804	free	799	454720		190944		-1
805	free	792	536096		190944		-1
806	free	780	657920		306240		-1
807	alloc	39520	618400		306240		46208
808	alloc	4128	614272		306240		16864
809	free	803	631136		306240		-1
810	free	787	648960		306240		-1
811	alloc	125984	522976		190944		424768
812	alloc	107040	415936		190944		85728
813	alloc	123808	292128		190944		550752
814	alloc	77088	215040		113856		857632
815	free	813	338848		180256		-1
816	free	802	465472		306880		-1
817	free	798	535328		306880		-1
818	free	807	574848		306880		-1
819	alloc	82912	491936		223968		550752
820	alloc	51552	440384		223968		20992
821	alloc	67360	373024		223968		354912
822	free	794	407616		223968		-1
823	alloc	76000	331616		147968		633664
824	alloc	23840	307776		147968		192768
825	free	796	432672		147968		-1
826	free	823	508672		223968		-1
827	alloc	38112	470560		223968		216608
828	alloc	110112	360448		113856		633664
829	free	821	427808		167552		-1
830	free	828	537920		223968		-1
831	free	808	542048		223968		-1
832	alloc	2656	539392		223968		0
833	free	832	542048		223968		-1
834	alloc	120352	421696		223968		254720
835	alloc	80864	340832		143104		633664
836	alloc	48544	292288		143104		375072
837	free	811	418272		143104		-1
838	alloc	18784	399488		143104		0
839	alloc	50592	348896		143104		423616
840	free	812	455936		143104		-1
841	alloc	54880	401056		143104		72544
842	free	814	478144		220192		-1
843	free	820	529696		334048		-1
844	free	834	650048		334048		-1
845	free	819	732960		334048		-1
846	alloc	103264	629696		334048		254720
847	alloc	114464	515232		334048		474208
848	free	846	618496		334048		-1
849	alloc	14112	604384		334048		18784
850	free	836	652928		334048		-1
